"date","version_class","installer","type","downloads"
"2026-02-24","1.26.0","OS","sdist",3
"2026-02-24","1.26.0","bandersnatch","bdist_wheel",4
"2026-02-24","1.26.0","conda","sdist",16
"2026-02-24","1.26.0","devpi","bdist_wheel",3
"2026-02-24","1.26.0","pip","bdist_wheel",824582
"2026-02-24","1.26.0","poetry","bdist_wheel",33828
"2026-02-24","1.26.0","requests","bdist_wheel",1239
"2026-02-24","1.26.0","uv","bdist_wheel",1325177
"2026-02-24","other","","bdist_wheel",2943
"2026-02-24","other","","sdist",103
"2026-02-24","other","Bazel","bdist_wheel",46
"2026-02-24","other","Browser","bdist_wheel",244
"2026-02-24","other","Browser","sdist",34
"2026-02-24","other","Homebrew","sdist",52
"2026-02-24","other","Nexus","bdist_wheel",1044
"2026-02-24","other","bandersnatch","bdist_wheel",22
"2026-02-24","other","bandersnatch","sdist",32
"2026-02-24","other","devpi","bdist_wheel",3
"2026-02-24","other","pip","bdist_wheel",690445
"2026-02-24","other","poetry","bdist_wheel",32152
"2026-02-24","other","requests","bdist_wheel",397
"2026-02-24","other","uv","bdist_wheel",701709
"2026-02-25","1.25.0","","bdist_wheel",1659
"2026-02-25","1.25.0","Browser","bdist_wheel",25
"2026-02-25","1.25.0","Nexus","bdist_wheel",179
"2026-02-25","1.25.0","bandersnatch","sdist",2
"2026-02-25","1.25.0","devpi","bdist_wheel",1
"2026-02-25","1.25.0","pip","bdist_wheel",46842
"2026-02-25","1.25.0","poetry","bdist_wheel",13994
"2026-02-25","1.25.0","requests","bdist_wheel",1042
"2026-02-25","1.25.0","uv","bdist_wheel",144082
"2026-02-25","1.26.0","","bdist_wheel",2122
"2026-02-25","1.26.0","Bazel","bdist_wheel",1270
"2026-02-25","1.26.0","Browser","bdist_wheel",124
"2026-02-25","1.26.0","Homebrew","sdist",26
"2026-02-25","1.26.0","Nexus","bdist_wheel",642
"2026-02-25","1.26.0","OS","sdist",6
"2026-02-25","1.26.0","bandersnatch","bdist_wheel",4
"2026-02-25","1.26.0","devpi","bdist_wheel",10
"2026-02-25","1.26.0","pip","bdist_wheel",853472
"2026-02-25","1.26.0","poetry","bdist_wheel",38112
"2026-02-25","1.26.0","requests","bdist_wheel",985
"2026-02-25","1.26.0","uv","bdist_wheel",1449093
"2026-02-25","other","","bdist_wheel",2346
"2026-02-25","other","","sdist",79
"2026-02-25","other","Artifactory","bdist_wheel",2
"2026-02-25","other","Bazel","bdist_wheel",46
"2026-02-25","other","Browser","bdist_wheel",248
"2026-02-25","other","Browser","sdist",5
"2026-02-25","other","Homebrew","sdist",12
"2026-02-25","other","Nexus","bdist_wheel",1106
"2026-02-25","other","bandersnatch","bdist_wheel",4
"2026-02-25","other","bandersnatch","sdist",4
"2026-02-25","other","devpi","bdist_wheel",50
"2026-02-25","other","pip","bdist_wheel",656954
"2026-02-25","other","poetry","bdist_wheel",37596
"2026-02-25","other","requests","bdist_wheel",603
"2026-02-25","other","uv","bdist_wheel",708546
"2026-02-26","1.25.0","","bdist_wheel",1052
"2026-02-26","1.25.0","Browser","bdist_wheel",24
"2026-02-26","1.25.0","Nexus","bdist_wheel",161
"2026-02-26","1.25.0","bandersnatch","sdist",12
"2026-02-26","1.25.0","pip","bdist_wheel",45276
"2026-02-26","1.25.0","poetry","bdist_wheel",14205
"2026-02-26","1.25.0","requests","bdist_wheel",1236
"2026-02-26","1.25.0","uv","bdist_wheel",139568
"2026-02-26","1.26.0","","bdist_wheel",2243
"2026-02-26","1.26.0","Artifactory","bdist_wheel",1
"2026-02-26","1.26.0","Bazel","bdist_wheel",1509
"2026-02-26","1.26.0","Browser","bdist_wheel",148
"2026-02-26","1.26.0","Nexus","bdist_wheel",549
"2026-02-26","1.26.0","bandersnatch","bdist_wheel",12
"2026-02-26","1.26.0","devpi","bdist_wheel",3
"2026-02-26","1.26.0","pip","bdist_wheel",841349
"2026-02-26","1.26.0","poetry","bdist_wheel",35367
"2026-02-26","1.26.0","requests","sdist",1296
"2026-02-26","1.26.0","uv","bdist_wheel",1687488
"2026-02-26","other","","bdist_wheel",2342
"2026-02-26","other","","sdist",18
"2026-02-26","other","Bazel","bdist_wheel",33
"2026-02-26","other","Bazel","sdist",11
"2026-02-26","other","Browser","bdist_wheel",274
"2026-02-26","other","Browser","sdist",17
"2026-02-26","other","Homebrew","sdist",27
"2026-02-26","other","Nexus","bdist_wheel",1246
"2026-02-26","other","bandersnatch","bdist_wheel",90
"2026-02-26","other","bandersnatch","sdist",70
"2026-02-26","other","pip","bdist_wheel",738107
"2026-02-26","other","poetry","bdist_wheel",39917
"2026-02-26","other","requests","bdist_wheel",591
"2026-02-26","other","requests","sdist",28
"2026-02-26","other","uv","bdist_wheel",704726
"2026-02-27","1.25.0","","bdist_wheel",821
"2026-02-27","1.25.0","Browser","bdist_wheel",22
"2026-02-27","1.25.0","Nexus","bdist_wheel",153
"2026-02-27","1.25.0","bandersnatch","sdist",2
"2026-02-27","1.25.0","pip","bdist_wheel",40897
"2026-02-27","1.25.0","poetry","bdist_wheel",10044
"2026-02-27","1.25.0","requests","bdist_wheel",288
"2026-02-27","1.25.0","uv","bdist_wheel",125383
"2026-02-27","1.26.0","","bdist_wheel",2742
"2026-02-27","1.26.0","Bazel","bdist_wheel",1161
"2026-02-27","1.26.0","Browser","bdist_wheel",238
"2026-02-27","1.26.0","Homebrew","sdist",120
"2026-02-27","1.26.0","Nexus","bdist_wheel",791
"2026-02-27","1.26.0","OS","sdist",1
"2026-02-27","1.26.0","bandersnatch","bdist_wheel",4
"2026-02-27","1.26.0","devpi","bdist_wheel",4
"2026-02-27","1.26.0","pip","bdist_wheel",950409
"2026-02-27","1.26.0","poetry","bdist_wheel",32304
"2026-02-27","1.26.0","requests","sdist",698
"2026-02-27","1.26.0","uv","bdist_wheel",1506300
"2026-02-27","other","","bdist_wheel",1864
"2026-02-27","other","","sdist",82
"2026-02-27","other","Bazel","bdist_wheel",34
"2026-02-27","other","Bazel","sdist",2
"2026-02-27","other","Browser","bdist_wheel",284
"2026-02-27","other","Browser","sdist",28
"2026-02-27","other","Homebrew","sdist",62
"2026-02-27","other","Nexus","bdist_wheel",1077
"2026-02-27","other","bandersnatch","bdist_wheel",4
"2026-02-27","other","bandersnatch","sdist",6
"2026-02-27","other","devpi","bdist_wheel",3
"2026-02-27","other","pip","bdist_wheel",649266
"2026-02-27","other","poetry","bdist_wheel",29423
"2026-02-27","other","requests","bdist_wheel",330
"2026-02-27","other","requests","sdist",23
"2026-02-27","other","uv","bdist_wheel",630253
