"date","version_class","installer","type","downloads"
"2026-04-09","1.27.0","pdm","bdist_wheel",2
"2026-04-09","1.27.0","pip","bdist_wheel",992932
"2026-04-09","1.27.0","poetry","bdist_wheel",14723
"2026-04-09","1.27.0","requests","bdist_wheel",658
"2026-04-09","1.27.0","uv","bdist_wheel",3477820
"2026-04-09","other","","bdist_wheel",1431
"2026-04-09","other","","sdist",146
"2026-04-09","other","Bazel","bdist_wheel",146
"2026-04-09","other","Browser","bdist_wheel",187
"2026-04-09","other","Browser","sdist",7
"2026-04-09","other","Homebrew","sdist",8
"2026-04-09","other","Nexus","bdist_wheel",989
"2026-04-09","other","bandersnatch","bdist_wheel",76
"2026-04-09","other","bandersnatch","sdist",128
"2026-04-09","other","devpi","bdist_wheel",4
"2026-04-09","other","pip","bdist_wheel",646876
"2026-04-09","other","poetry","bdist_wheel",26297
"2026-04-09","other","requests","bdist_wheel",287
"2026-04-09","other","requests","sdist",21
"2026-04-09","other","uv","bdist_wheel",1958009
"2026-04-10","1.25.0","","bdist_wheel",251
"2026-04-10","1.25.0","Bazel","bdist_wheel",79
"2026-04-10","1.25.0","Browser","sdist",1
"2026-04-10","1.25.0","Homebrew","sdist",2
"2026-04-10","1.25.0","Nexus","bdist_wheel",117
"2026-04-10","1.25.0","bandersnatch","bdist_wheel",4
"2026-04-10","1.25.0","pip","bdist_wheel",39425
"2026-04-10","1.25.0","poetry","bdist_wheel",6795
"2026-04-10","1.25.0","requests","bdist_wheel",62
"2026-04-10","1.25.0","uv","bdist_wheel",200650
"2026-04-10","1.26.0","","bdist_wheel",2345
"2026-04-10","1.26.0","Bazel","bdist_wheel",1032
"2026-04-10","1.26.0","Browser","bdist_wheel",790
"2026-04-10","1.26.0","Homebrew","sdist",2
"2026-04-10","1.26.0","Nexus","bdist_wheel",499
"2026-04-10","1.26.0","OS","sdist",2
"2026-04-10","1.26.0","bandersnatch","bdist_wheel",4
"2026-04-10","1.26.0","pip","bdist_wheel",199753
"2026-04-10","1.26.0","poetry","bdist_wheel",30036
"2026-04-10","1.26.0","requests","bdist_wheel",2958
"2026-04-10","1.26.0","uv","bdist_wheel",817107
"2026-04-10","1.27.0","","bdist_wheel",3335
"2026-04-10","1.27.0","Bazel","bdist_wheel",2
"2026-04-10","1.27.0","Browser","bdist_wheel",144
"2026-04-10","1.27.0","Homebrew","sdist",102
"2026-04-10","1.27.0","Nexus","bdist_wheel",613
"2026-04-10","1.27.0","OS","sdist",2
"2026-04-10","1.27.0","bandersnatch","sdist",6
"2026-04-10","1.27.0","devpi","bdist_wheel",18
"2026-04-10","1.27.0","pip","bdist_wheel",910995
"2026-04-10","1.27.0","poetry","bdist_wheel",15756
"2026-04-10","1.27.0","requests","bdist_wheel",727
"2026-04-10","1.27.0","uv","bdist_wheel",2633205
"2026-04-10","other","","bdist_wheel",1525
"2026-04-10","other","","sdist",406
"2026-04-10","other","Bazel","bdist_wheel",134
"2026-04-10","other","Browser","bdist_wheel",172
"2026-04-10","other","Browser","sdist",18
"2026-04-10","other","Homebrew","sdist",4
"2026-04-10","other","Nexus","bdist_wheel",1256
"2026-04-10","other","bandersnatch","bdist_wheel",88
"2026-04-10","other","bandersnatch","sdist",62
"2026-04-10","other","devpi","bdist_wheel",1
"2026-04-10","other","devpi","sdist",1
"2026-04-10","other","pip","bdist_wheel",606686
"2026-04-10","other","poetry","bdist_wheel",21479
"2026-04-10","other","requests","bdist_wheel",282
"2026-04-10","other","requests","sdist",21
"2026-04-10","other","uv","bdist_wheel",1888811
"2026-04-11","1.25.0","","bdist_wheel",71
"2026-04-11","1.25.0","Bazel","bdist_wheel",11
"2026-04-11","1.25.0","Browser","bdist_wheel",23
"2026-04-11","1.25.0","Homebrew","sdist",13
"2026-04-11","1.25.0","Nexus","bdist_wheel",11
"2026-04-11","1.25.0","pip","bdist_wheel",16593
"2026-04-11","1.25.0","poetry","bdist_wheel",2017
"2026-04-11","1.25.0","requests","bdist_wheel",69
"2026-04-11","1.25.0","uv","bdist_wheel",120949
"2026-04-11","1.26.0","","bdist_wheel",513
"2026-04-11","1.26.0","Bazel","bdist_wheel",258
"2026-04-11","1.26.0","Browser","bdist_wheel",1196
"2026-04-11","1.26.0","Nexus","bdist_wheel",103
"2026-04-11","1.26.0","devpi","bdist_wheel",4
"2026-04-11","1.26.0","pip","bdist_wheel",165989
"2026-04-11","1.26.0","poetry","bdist_wheel",10608
"2026-04-11","1.26.0","requests","bdist_wheel",806
"2026-04-11","1.26.0","uv","bdist_wheel",395681
"2026-04-11","1.27.0","","bdist_wheel",922
"2026-04-11","1.27.0","Bazel","bdist_wheel",3
"2026-04-11","1.27.0","Browser","bdist_wheel",83
"2026-04-11","1.27.0","Homebrew","sdist",19
"2026-04-11","1.27.0","Nexus","bdist_wheel",204
"2026-04-11","1.27.0","OS","sdist",2
"2026-04-11","1.27.0","bandersnatch","sdist",2
"2026-04-11","1.27.0","devpi","bdist_wheel",5
"2026-04-11","1.27.0","pip","bdist_wheel",639012
"2026-04-11","1.27.0","poetry","bdist_wheel",4737
"2026-04-11","1.27.0","requests","bdist_wheel",203
"2026-04-11","1.27.0","uv","bdist_wheel",2773733
"2026-04-11","other","","bdist_wheel",580
"2026-04-11","other","","sdist",149
"2026-04-11","other","Bazel","bdist_wheel",60
"2026-04-11","other","Browser","bdist_wheel",78
"2026-04-11","other","Browser","sdist",37
"2026-04-11","other","Homebrew","sdist",6
"2026-04-11","other","Nexus","bdist_wheel",102
"2026-04-11","other","pip","bdist_wheel",349811
"2026-04-11","other","poetry","bdist_wheel",8783
"2026-04-11","other","requests","bdist_wheel",65
"2026-04-11","other","requests","sdist",28
"2026-04-11","other","uv","bdist_wheel",1519355
"2026-04-12","1.25.0","","bdist_wheel",36
"2026-04-12","1.25.0","Bazel","bdist_wheel",5
"2026-04-12","1.25.0","Browser","sdist",28
"2026-04-12","1.25.0","Nexus","bdist_wheel",23
"2026-04-12","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-12","1.25.0","pip","bdist_wheel",17408
"2026-04-12","1.25.0","poetry","bdist_wheel",3607
"2026-04-12","1.25.0","requests","bdist_wheel",233
"2026-04-12","1.25.0","uv","bdist_wheel",130491
"2026-04-12","1.26.0","","bdist_wheel",579
"2026-04-12","1.26.0","Bazel","bdist_wheel",228
"2026-04-12","1.26.0","Browser","bdist_wheel",813
"2026-04-12","1.26.0","Nexus","bdist_wheel",112
"2026-04-12","1.26.0","bandersnatch","sdist",2
"2026-04-12","1.26.0","devpi","bdist_wheel",2
"2026-04-12","1.26.0","pip","bdist_wheel",177340
"2026-04-12","1.26.0","poetry","bdist_wheel",11227
"2026-04-12","1.26.0","requests","bdist_wheel",6956
"2026-04-12","1.26.0","uv","bdist_wheel",411522
"2026-04-12","1.27.0","","bdist_wheel",1072
"2026-04-12","1.27.0","Browser","bdist_wheel",81
"2026-04-12","1.27.0","Homebrew","sdist",34
"2026-04-12","1.27.0","Nexus","bdist_wheel",196
"2026-04-12","1.27.0","OS","sdist",2
"2026-04-12","1.27.0","bandersnatch","bdist_wheel",4
"2026-04-12","1.27.0","devpi","bdist_wheel",2
"2026-04-12","1.27.0","pip","bdist_wheel",664698
"2026-04-12","1.27.0","poetry","bdist_wheel",4398
"2026-04-12","1.27.0","requests","bdist_wheel",118
"2026-04-12","1.27.0","uv","bdist_wheel",5491378
"2026-04-12","other","","bdist_wheel",489
"2026-04-12","other","","sdist",90
"2026-04-12","other","Bazel","bdist_wheel",32
"2026-04-12","other","Browser","bdist_wheel",151
"2026-04-12","other","Browser","sdist",15
"2026-04-12","other","Homebrew","sdist",5
"2026-04-12","other","Nexus","bdist_wheel",179
"2026-04-12","other","OS","sdist",1
"2026-04-12","other","bandersnatch","bdist_wheel",6
"2026-04-12","other","devpi","bdist_wheel",1
"2026-04-12","other","pip","bdist_wheel",297372
"2026-04-12","other","poetry","bdist_wheel",8320
"2026-04-12","other","requests","bdist_wheel",56
"2026-04-12","other","requests","sdist",7
"2026-04-12","other","uv","bdist_wheel",1504422
"2026-04-13","1.25.0","","bdist_wheel",280
"2026-04-13","1.25.0","Bazel","bdist_wheel",64
"2026-04-13","1.25.0","Browser","bdist_wheel",18
"2026-04-13","1.25.0","Nexus","bdist_wheel",105
"2026-04-13","1.25.0","bandersnatch","sdist",2
"2026-04-13","1.25.0","devpi","bdist_wheel",1
"2026-04-13","1.25.0","pip","bdist_wheel",42181
"2026-04-13","1.25.0","poetry","bdist_wheel",7543
"2026-04-13","1.25.0","requests","bdist_wheel",311
"2026-04-13","1.25.0","uv","bdist_wheel",211926
"2026-04-13","1.26.0","","bdist_wheel",2610
"2026-04-13","1.26.0","Artifactory","bdist_wheel",2
"2026-04-13","1.26.0","Bazel","bdist_wheel",1315
"2026-04-13","1.26.0","Browser","bdist_wheel",1427
"2026-04-13","1.26.0","Nexus","bdist_wheel",505
"2026-04-13","1.26.0","bandersnatch","bdist_wheel",2
"2026-04-13","1.26.0","devpi","bdist_wheel",1
"2026-04-13","1.26.0","pip","bdist_wheel",215948
"2026-04-13","1.26.0","poetry","bdist_wheel",35176
"2026-04-13","1.26.0","requests","bdist_wheel",8773
"2026-04-13","1.26.0","uv","bdist_wheel",780353
"2026-04-13","1.27.0","","bdist_wheel",3756
"2026-04-13","1.27.0","Artifactory","bdist_wheel",2
"2026-04-13","1.27.0","Bazel","bdist_wheel",3
"2026-04-13","1.27.0","Browser","bdist_wheel",151
"2026-04-13","1.27.0","Nexus","bdist_wheel",624
"2026-04-13","1.27.0","OS","sdist",3
"2026-04-13","1.27.0","bandersnatch","bdist_wheel",12
"2026-04-13","1.27.0","devpi","bdist_wheel",9
"2026-04-13","1.27.0","pip","bdist_wheel",1012222
"2026-04-13","1.27.0","poetry","bdist_wheel",17771
"2026-04-13","1.27.0","requests","bdist_wheel",535
"2026-04-13","1.27.0","uv","bdist_wheel",5060515
"2026-04-13","other","","bdist_wheel",1179
"2026-04-13","other","","sdist",471
"2026-04-13","other","Bazel","bdist_wheel",74
"2026-04-13","other","Bazel","sdist",34
"2026-04-13","other","Browser","bdist_wheel",154
"2026-04-13","other","Browser","sdist",5
"2026-04-13","other","Homebrew","sdist",36
"2026-04-13","other","Nexus","bdist_wheel",1130
"2026-04-13","other","bandersnatch","bdist_wheel",34
"2026-04-13","other","bandersnatch","sdist",40
"2026-04-13","other","devpi","bdist_wheel",3
"2026-04-13","other","pip","bdist_wheel",620595
"2026-04-13","other","poetry","bdist_wheel",20637
"2026-04-13","other","requests","bdist_wheel",321
"2026-04-13","other","requests","sdist",8
"2026-04-13","other","uv","bdist_wheel",1758183
"2026-04-14","1.25.0","","bdist_wheel",363
"2026-04-14","1.25.0","Bazel","bdist_wheel",79
"2026-04-14","1.25.0","Browser","bdist_wheel",4
"2026-04-14","1.25.0","Nexus","bdist_wheel",119
"2026-04-14","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-14","1.25.0","devpi","bdist_wheel",2
"2026-04-14","1.25.0","pip","bdist_wheel",39636
"2026-04-14","1.25.0","poetry","bdist_wheel",9947
"2026-04-14","1.25.0","requests","bdist_wheel",342
"2026-04-14","1.25.0","uv","bdist_wheel",234843
"2026-04-14","1.26.0","","bdist_wheel",2972
"2026-04-14","1.26.0","Bazel","bdist_wheel",1507
"2026-04-14","1.26.0","Browser","bdist_wheel",1378
"2026-04-14","1.26.0","Nexus","bdist_wheel",632
"2026-04-14","1.26.0","bandersnatch","bdist_wheel",2
"2026-04-14","1.26.0","devpi","bdist_wheel",4
"2026-04-14","1.26.0","pip","bdist_wheel",212836
"2026-04-14","1.26.0","poetry","bdist_wheel",35272
"2026-04-14","1.26.0","requests","bdist_wheel",5022
"2026-04-14","1.26.0","uv","bdist_wheel",857207
"2026-04-14","1.27.0","","bdist_wheel",3529
"2026-04-14","1.27.0","Artifactory","bdist_wheel",3
"2026-04-14","1.27.0","Bazel","bdist_wheel",16
"2026-04-14","1.27.0","Browser","bdist_wheel",121
"2026-04-14","1.27.0","Homebrew","sdist",40
"2026-04-14","1.27.0","Nexus","bdist_wheel",677
"2026-04-14","1.27.0","OS","sdist",3
"2026-04-14","1.27.0","bandersnatch","bdist_wheel",2
"2026-04-14","1.27.0","devpi","bdist_wheel",14
"2026-04-14","1.27.0","pip","bdist_wheel",981904
"2026-04-14","1.27.0","poetry","bdist_wheel",19281
"2026-04-14","1.27.0","requests","bdist_wheel",525
"2026-04-14","1.27.0","setuptools","bdist_wheel",1
"2026-04-14","1.27.0","uv","bdist_wheel",5692968
"2026-04-14","other","","bdist_wheel",1899
"2026-04-14","other","","sdist",186
"2026-04-14","other","Artifactory","bdist_wheel",2
"2026-04-14","other","Bazel","bdist_wheel",94
"2026-04-14","other","Browser","bdist_wheel",169
"2026-04-14","other","Browser","sdist",2
"2026-04-14","other","Homebrew","sdist",49
"2026-04-14","other","Nexus","bdist_wheel",962
"2026-04-14","other","bandersnatch","bdist_wheel",52
"2026-04-14","other","bandersnatch","sdist",50
"2026-04-14","other","devpi","bdist_wheel",47
"2026-04-14","other","pip","bdist_wheel",626925
"2026-04-14","other","poetry","bdist_wheel",21569
"2026-04-14","other","requests","bdist_wheel",440
"2026-04-14","other","uv","bdist_wheel",1881144
"2026-04-15","1.25.0","","bdist_wheel",426
"2026-04-15","1.25.0","Bazel","bdist_wheel",56
"2026-04-15","1.25.0","Browser","sdist",5
"2026-04-15","1.25.0","Homebrew","sdist",13
"2026-04-15","1.25.0","Nexus","bdist_wheel",137
"2026-04-15","1.25.0","bandersnatch","bdist_wheel",6
"2026-04-15","1.25.0","pip","bdist_wheel",41464
"2026-04-15","1.25.0","poetry","bdist_wheel",9535
"2026-04-15","1.25.0","requests","bdist_wheel",387
"2026-04-15","1.25.0","uv","bdist_wheel",231063
"2026-04-15","1.26.0","","bdist_wheel",2932
"2026-04-15","1.26.0","Bazel","bdist_wheel",1548
"2026-04-15","1.26.0","Browser","bdist_wheel",978
"2026-04-15","1.26.0","Nexus","bdist_wheel",419
"2026-04-15","1.26.0","bandersnatch","bdist_wheel",6
"2026-04-15","1.26.0","devpi","bdist_wheel",3
"2026-04-15","1.26.0","pip","bdist_wheel",169992
"2026-04-15","1.26.0","poetry","bdist_wheel",32716
"2026-04-15","1.26.0","requests","bdist_wheel",4186
"2026-04-15","1.26.0","uv","bdist_wheel",927163
"2026-04-15","1.27.0","","bdist_wheel",3116
"2026-04-15","1.27.0","Bazel","bdist_wheel",26
"2026-04-15","1.27.0","Browser","bdist_wheel",144
"2026-04-15","1.27.0","Homebrew","sdist",28
"2026-04-15","1.27.0","Nexus","bdist_wheel",622
"2026-04-15","1.27.0","OS","sdist",1
"2026-04-15","1.27.0","bandersnatch","sdist",12
"2026-04-15","1.27.0","devpi","sdist",10
"2026-04-15","1.27.0","pip","bdist_wheel",960223
"2026-04-15","1.27.0","poetry","bdist_wheel",18524
"2026-04-15","1.27.0","requests","bdist_wheel",622
"2026-04-15","1.27.0","setuptools","bdist_wheel",2
"2026-04-15","1.27.0","uv","bdist_wheel",4181373
"2026-04-15","other","","bdist_wheel",1883
"2026-04-15","other","","sdist",47
"2026-04-15","other","Bazel","bdist_wheel",83
"2026-04-15","other","Bazel","sdist",6
"2026-04-15","other","Browser","bdist_wheel",172
"2026-04-15","other","Browser","sdist",21
"2026-04-15","other","Homebrew","sdist",17
"2026-04-15","other","Nexus","bdist_wheel",807
"2026-04-15","other","bandersnatch","bdist_wheel",54
"2026-04-15","other","bandersnatch","sdist",48
"2026-04-15","other","devpi","bdist_wheel",34
"2026-04-15","other","pip","bdist_wheel",686014
"2026-04-15","other","poetry","bdist_wheel",24771
"2026-04-15","other","requests","bdist_wheel",446
"2026-04-15","other","uv","bdist_wheel",1902844
"2026-04-16","1.25.0","","bdist_wheel",349
"2026-04-16","1.25.0","Bazel","bdist_wheel",77
"2026-04-16","1.25.0","Browser","bdist_wheel",18
"2026-04-16","1.25.0","Nexus","bdist_wheel",261
"2026-04-16","1.25.0","bandersnatch","bdist_wheel",6
"2026-04-16","1.25.0","devpi","bdist_wheel",1
"2026-04-16","1.25.0","pip","bdist_wheel",38790
"2026-04-16","1.25.0","poetry","bdist_wheel",9527
"2026-04-16","1.25.0","requests","bdist_wheel",293
"2026-04-16","1.25.0","uv","bdist_wheel",221469
"2026-04-16","1.26.0","","bdist_wheel",3545
"2026-04-16","1.26.0","Bazel","bdist_wheel",1553
"2026-04-16","1.26.0","Browser","bdist_wheel",1034
"2026-04-16","1.26.0","Nexus","bdist_wheel",460
"2026-04-16","1.26.0","bandersnatch","sdist",10
"2026-04-16","1.26.0","devpi","bdist_wheel",3
"2026-04-16","1.26.0","pip","bdist_wheel",172838
"2026-04-16","1.26.0","poetry","bdist_wheel",32550
"2026-04-16","1.26.0","requests","bdist_wheel",4235
"2026-04-16","1.26.0","uv","bdist_wheel",914399
"2026-04-16","1.27.0","","bdist_wheel",3517
"2026-04-16","1.27.0","Bazel","bdist_wheel",16
"2026-04-16","1.27.0","Browser","bdist_wheel",213
"2026-04-16","1.27.0","Homebrew","sdist",71
"2026-04-16","1.27.0","Nexus","bdist_wheel",652
"2026-04-16","1.27.0","OS","sdist",1
"2026-04-16","1.27.0","bandersnatch","bdist_wheel",9
"2026-04-16","1.27.0","devpi","bdist_wheel",8
"2026-04-16","1.27.0","pip","bdist_wheel",1005668
"2026-04-16","1.27.0","poetry","bdist_wheel",20311
"2026-04-16","1.27.0","requests","bdist_wheel",504
"2026-04-16","1.27.0","uv","bdist_wheel",3388899
"2026-04-16","other","","bdist_wheel",1462
"2026-04-16","other","","sdist",80
"2026-04-16","other","Bazel","bdist_wheel",88
"2026-04-16","other","Browser","bdist_wheel",211
"2026-04-16","other","Browser","sdist",68
"2026-04-16","other","Homebrew","sdist",23
"2026-04-16","other","Nexus","bdist_wheel",909
"2026-04-16","other","bandersnatch","bdist_wheel",161
"2026-04-16","other","bandersnatch","sdist",169
"2026-04-16","other","devpi","bdist_wheel",21
"2026-04-16","other","pip","bdist_wheel",618994
"2026-04-16","other","poetry","bdist_wheel",24204
"2026-04-16","other","requests","bdist_wheel",381
"2026-04-16","other","requests","sdist",11
"2026-04-16","other","uv","bdist_wheel",1879992
"2026-04-17","1.25.0","","bdist_wheel",240
"2026-04-17","1.25.0","Bazel","bdist_wheel",80
"2026-04-17","1.25.0","Browser","bdist_wheel",10
"2026-04-17","1.25.0","Nexus","bdist_wheel",178
"2026-04-17","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-17","1.25.0","pip","bdist_wheel",35460
"2026-04-17","1.25.0","poetry","bdist_wheel",9046
"2026-04-17","1.25.0","requests","bdist_wheel",87
"2026-04-17","1.25.0","uv","bdist_wheel",224536
"2026-04-17","1.26.0","","bdist_wheel",2032
"2026-04-17","1.26.0","Bazel","bdist_wheel",1491
"2026-04-17","1.26.0","Browser","bdist_wheel",885
"2026-04-17","1.26.0","Nexus","bdist_wheel",418
"2026-04-17","1.26.0","bandersnatch","bdist_wheel",2
"2026-04-17","1.26.0","devpi","bdist_wheel",2
"2026-04-17","1.26.0","pip","bdist_wheel",175879
"2026-04-17","1.26.0","poetry","bdist_wheel",28101
"2026-04-17","1.26.0","requests","bdist_wheel",1146
"2026-04-17","1.26.0","uv","bdist_wheel",837402
"2026-04-17","1.27.0","","bdist_wheel",3894
"2026-04-17","1.27.0","Bazel","bdist_wheel",19
"2026-04-17","1.27.0","Browser","bdist_wheel",122
"2026-04-17","1.27.0","Homebrew","sdist",81
"2026-04-17","1.27.0","Nexus","bdist_wheel",622
"2026-04-17","1.27.0","OS","sdist",2
"2026-04-17","1.27.0","bandersnatch","sdist",6
"2026-04-17","1.27.0","devpi","bdist_wheel",7
"2026-04-17","1.27.0","pip","bdist_wheel",945722
"2026-04-17","1.27.0","poetry","bdist_wheel",21938
"2026-04-17","1.27.0","requests","sdist",514
"2026-04-17","1.27.0","uv","bdist_wheel",4684768
"2026-04-17","other","","bdist_wheel",1240
"2026-04-17","other","","sdist",437
"2026-04-17","other","Bazel","bdist_wheel",83
"2026-04-17","other","Bazel","sdist",14
"2026-04-17","other","Browser","bdist_wheel",296
"2026-04-17","other","Browser","sdist",3
"2026-04-17","other","Homebrew","sdist",32
"2026-04-17","other","Nexus","bdist_wheel",1138
"2026-04-17","other","bandersnatch","bdist_wheel",46
"2026-04-17","other","bandersnatch","sdist",56
"2026-04-17","other","devpi","bdist_wheel",2
"2026-04-17","other","pip","bdist_wheel",621841
"2026-04-17","other","poetry","bdist_wheel",17349
"2026-04-17","other","requests","bdist_wheel",275
"2026-04-17","other","requests","sdist",11
"2026-04-17","other","setuptools","bdist_wheel",1
"2026-04-17","other","uv","bdist_wheel",1838416
"2026-04-18","1.25.0","","bdist_wheel",39
"2026-04-18","1.25.0","Bazel","bdist_wheel",7
"2026-04-18","1.25.0","Browser","bdist_wheel",1
"2026-04-18","1.25.0","Nexus","bdist_wheel",23
"2026-04-18","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-18","1.25.0","devpi","bdist_wheel",1
"2026-04-18","1.25.0","pip","bdist_wheel",21381
"2026-04-18","1.25.0","poetry","bdist_wheel",2251
"2026-04-18","1.25.0","requests","bdist_wheel",32
"2026-04-18","1.25.0","uv","bdist_wheel",137858
"2026-04-18","1.26.0","","sdist",522
"2026-04-18","1.26.0","Bazel","bdist_wheel",291
"2026-04-18","1.26.0","Browser","bdist_wheel",695
"2026-04-18","1.26.0","Nexus","bdist_wheel",84
"2026-04-18","1.26.0","bandersnatch","sdist",2
"2026-04-18","1.26.0","devpi","bdist_wheel",3
"2026-04-18","1.26.0","pip","bdist_wheel",124960
"2026-04-18","1.26.0","poetry","bdist_wheel",7167
"2026-04-18","1.26.0","requests","bdist_wheel",763
"2026-04-18","1.26.0","uv","bdist_wheel",392275
"2026-04-18","1.27.0","","bdist_wheel",1307
"2026-04-18","1.27.0","Bazel","bdist_wheel",2
"2026-04-18","1.27.0","Browser","bdist_wheel",58
"2026-04-18","1.27.0","Homebrew","sdist",2
"2026-04-18","1.27.0","Nexus","bdist_wheel",194
"2026-04-18","1.27.0","OS","sdist",1
"2026-04-18","1.27.0","bandersnatch","sdist",2
"2026-04-18","1.27.0","devpi","bdist_wheel",6
"2026-04-18","1.27.0","pip","bdist_wheel",627677
"2026-04-18","1.27.0","pip​","bdist_wheel",27
"2026-04-18","1.27.0","poetry","bdist_wheel",5926
"2026-04-18","1.27.0","requests","sdist",92
"2026-04-18","1.27.0","uv","bdist_wheel",4439556
"2026-04-18","other","","bdist_wheel",280
"2026-04-18","other","","sdist",79
"2026-04-18","other","Bazel","bdist_wheel",26
"2026-04-18","other","Browser","bdist_wheel",84
"2026-04-18","other","Browser","sdist",7
"2026-04-18","other","Homebrew","sdist",20
"2026-04-18","other","Nexus","bdist_wheel",114
"2026-04-18","other","devpi","bdist_wheel",20
"2026-04-18","other","pip","bdist_wheel",383126
"2026-04-18","other","pip​","bdist_wheel",3
"2026-04-18","other","poetry","bdist_wheel",8434
"2026-04-18","other","requests","bdist_wheel",28
"2026-04-18","other","requests","sdist",5
"2026-04-18","other","uv","bdist_wheel",1473086
"2026-04-19","1.25.0","","bdist_wheel",51
"2026-04-19","1.25.0","Bazel","bdist_wheel",13
"2026-04-19","1.25.0","Browser","bdist_wheel",4
"2026-04-19","1.25.0","Nexus","bdist_wheel",27
"2026-04-19","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-19","1.25.0","pip","bdist_wheel",19348
"2026-04-19","1.25.0","poetry","bdist_wheel",1938
"2026-04-19","1.25.0","requests","bdist_wheel",211
"2026-04-19","1.25.0","uv","bdist_wheel",120559
"2026-04-19","1.26.0","","bdist_wheel",626
"2026-04-19","1.26.0","Bazel","bdist_wheel",256
"2026-04-19","1.26.0","Browser","bdist_wheel",685
"2026-04-19","1.26.0","Nexus","bdist_wheel",97
"2026-04-19","1.26.0","bandersnatch","bdist_wheel",2
"2026-04-19","1.26.0","pip","bdist_wheel",132218
"2026-04-19","1.26.0","poetry","bdist_wheel",9729
"2026-04-19","1.26.0","requests","bdist_wheel",2066
"2026-04-19","1.26.0","uv","bdist_wheel",383177
"2026-04-19","1.27.0","","bdist_wheel",1098
"2026-04-19","1.27.0","Bazel","bdist_wheel",3
"2026-04-19","1.27.0","Browser","bdist_wheel",65
"2026-04-19","1.27.0","Homebrew","sdist",1
"2026-04-19","1.27.0","Nexus","bdist_wheel",262
"2026-04-19","1.27.0","OS","sdist",4
"2026-04-19","1.27.0","bandersnatch","sdist",4
"2026-04-19","1.27.0","devpi","bdist_wheel",2
"2026-04-19","1.27.0","pip","bdist_wheel",654400
"2026-04-19","1.27.0","poetry","bdist_wheel",5236
"2026-04-19","1.27.0","requests","bdist_wheel",137
"2026-04-19","1.27.0","uv","bdist_wheel",4438612
"2026-04-19","other","","bdist_wheel",561
"2026-04-19","other","","sdist",51
"2026-04-19","other","Bazel","bdist_wheel",17
"2026-04-19","other","Browser","bdist_wheel",116
"2026-04-19","other","Browser","sdist",5
"2026-04-19","other","Homebrew","sdist",9
"2026-04-19","other","Nexus","bdist_wheel",215
"2026-04-19","other","OS","sdist",1
"2026-04-19","other","bandersnatch","bdist_wheel",6
"2026-04-19","other","bandersnatch","sdist",4
"2026-04-19","other","devpi","bdist_wheel",2
"2026-04-19","other","pip","bdist_wheel",332823
"2026-04-19","other","poetry","bdist_wheel",9048
"2026-04-19","other","requests","bdist_wheel",31
"2026-04-19","other","requests","sdist",6
"2026-04-19","other","uv","bdist_wheel",1543420
"2026-04-20","1.25.0","","bdist_wheel",413
"2026-04-20","1.25.0","Bazel","bdist_wheel",71
"2026-04-20","1.25.0","Browser","bdist_wheel",15
"2026-04-20","1.25.0","Homebrew","sdist",2
"2026-04-20","1.25.0","Nexus","bdist_wheel",251
"2026-04-20","1.25.0","bandersnatch","bdist_wheel",2
"2026-04-20","1.25.0","pip","bdist_wheel",46195
"2026-04-20","1.25.0","poetry","bdist_wheel",6787
"2026-04-20","1.25.0","requests","bdist_wheel",237
"2026-04-20","1.25.0","uv","bdist_wheel",207051
"2026-04-20","1.26.0","","bdist_wheel",1793
"2026-04-20","1.26.0","Bazel","bdist_wheel",1496
"2026-04-20","1.26.0","Browser","bdist_wheel",822
"2026-04-20","1.26.0","Nexus","bdist_wheel",468
"2026-04-20","1.26.0","bandersnatch","sdist",2
"2026-04-20","1.26.0","devpi","bdist_wheel",1
"2026-04-20","1.26.0","pip","bdist_wheel",198486
"2026-04-20","1.26.0","poetry","bdist_wheel",28691
"2026-04-20","1.26.0","requests","bdist_wheel",2684
"2026-04-20","1.26.0","uv","bdist_wheel",797523
"2026-04-20","1.27.0","","bdist_wheel",4240
"2026-04-20","1.27.0","Artifactory","bdist_wheel",1
"2026-04-20","1.27.0","Bazel","bdist_wheel",22
"2026-04-20","1.27.0","Browser","bdist_wheel",140
"2026-04-20","1.27.0","Homebrew","sdist",2
"2026-04-20","1.27.0","Nexus","bdist_wheel",715
"2026-04-20","1.27.0","OS","sdist",1
"2026-04-20","1.27.0","bandersnatch","sdist",4
"2026-04-20","1.27.0","devpi","bdist_wheel",13
"2026-04-20","1.27.0","pip","bdist_wheel",975147
"2026-04-20","1.27.0","poetry","bdist_wheel",23365
"2026-04-20","1.27.0","requests","sdist",585
"2026-04-20","1.27.0","uv","bdist_wheel",5159081
"2026-04-20","other","","bdist_wheel",1299
"2026-04-20","other","Bazel","bdist_wheel",70
"2026-04-20","other","Browser","bdist_wheel",219
"2026-04-20","other","Browser","sdist",24
"2026-04-20","other","Homebrew","sdist",10
"2026-04-20","other","Nexus","bdist_wheel",1134
"2026-04-20","other","bandersnatch","bdist_wheel",18
"2026-04-20","other","bandersnatch","sdist",24
"2026-04-20","other","devpi","bdist_wheel",3
