"date","version_class","installer","ci","downloads"
"2026-04-05","other","OS","false",1
"2026-04-05","other","devpi","false",1
"2026-04-05","other","pip","false",179545
"2026-04-05","other","pip","true",166429
"2026-04-05","other","poetry","false",7427
"2026-04-05","other","requests","false",354
"2026-04-05","other","uv","false",172547
"2026-04-05","other","uv","true",1316074
"2026-04-06","1.25.0","","false",199
"2026-04-06","1.25.0","Bazel","false",83
"2026-04-06","1.25.0","Browser","false",15
"2026-04-06","1.25.0","Nexus","false",138
"2026-04-06","1.25.0","bandersnatch","false",2
"2026-04-06","1.25.0","pip","false",23292
"2026-04-06","1.25.0","pip","true",6720
"2026-04-06","1.25.0","poetry","false",8748
"2026-04-06","1.25.0","requests","false",273
"2026-04-06","1.25.0","uv","false",49563
"2026-04-06","1.25.0","uv","true",119547
"2026-04-06","1.26.0","","false",1503
"2026-04-06","1.26.0","Bazel","false",1076
"2026-04-06","1.26.0","Browser","false",898
"2026-04-06","1.26.0","Nexus","false",432
"2026-04-06","1.26.0","OS","false",1
"2026-04-06","1.26.0","bandersnatch","false",16
"2026-04-06","1.26.0","pip","false",127594
"2026-04-06","1.26.0","pip","true",27979
"2026-04-06","1.26.0","poetry","false",24687
"2026-04-06","1.26.0","requests","false",6406
"2026-04-06","1.26.0","uv","false",312940
"2026-04-06","1.26.0","uv","true",412952
"2026-04-06","1.27.0","","false",2084
"2026-04-06","1.27.0","Bazel","false",5
"2026-04-06","1.27.0","Browser","false",131
"2026-04-06","1.27.0","Nexus","false",479
"2026-04-06","1.27.0","OS","false",6
"2026-04-06","1.27.0","bandersnatch","false",8
"2026-04-06","1.27.0","devpi","false",11
"2026-04-06","1.27.0","pip","false",622072
"2026-04-06","1.27.0","pip","true",193459
"2026-04-06","1.27.0","poetry","false",8092
"2026-04-06","1.27.0","requests","false",331
"2026-04-06","1.27.0","uv","false",2127572
"2026-04-06","1.27.0","uv","true",189749
"2026-04-06","other","","false",1116
"2026-04-06","other","Bazel","false",54
"2026-04-06","other","Browser","false",56
"2026-04-06","other","Homebrew","false",9
"2026-04-06","other","Nexus","false",783
"2026-04-06","other","bandersnatch","false",48
"2026-04-06","other","pip","false",299592
"2026-04-06","other","pip","true",248779
"2026-04-06","other","poetry","false",17553
"2026-04-06","other","requests","false",685
"2026-04-06","other","uv","false",322587
"2026-04-06","other","uv","true",1419476
"2026-04-07","1.25.0","","false",482
"2026-04-07","1.25.0","Artifactory","false",2
"2026-04-07","1.25.0","Bazel","false",79
"2026-04-07","1.25.0","Browser","false",8
"2026-04-07","1.25.0","Nexus","false",108
"2026-04-07","1.25.0","devpi","false",3
"2026-04-07","1.25.0","pip","false",24637
"2026-04-07","1.25.0","pip","true",11527
"2026-04-07","1.25.0","poetry","false",8786
"2026-04-07","1.25.0","requests","false",223
"2026-04-07","1.25.0","uv","false",65011
"2026-04-07","1.25.0","uv","true",138086
"2026-04-07","1.26.0","","false",2442
"2026-04-07","1.26.0","Artifactory","false",2
"2026-04-07","1.26.0","Bazel","false",1363
"2026-04-07","1.26.0","Browser","false",869
"2026-04-07","1.26.0","Nexus","false",463
"2026-04-07","1.26.0","devpi","false",3
"2026-04-07","1.26.0","pip","false",164316
"2026-04-07","1.26.0","pip","true",35868
"2026-04-07","1.26.0","poetry","false",34405
"2026-04-07","1.26.0","requests","false",7428
"2026-04-07","1.26.0","uv","false",350632
"2026-04-07","1.26.0","uv","true",527939
"2026-04-07","1.27.0","","false",2905
"2026-04-07","1.27.0","Artifactory","false",3
"2026-04-07","1.27.0","Bazel","false",4
"2026-04-07","1.27.0","Browser","false",171
"2026-04-07","1.27.0","Nexus","false",630
"2026-04-07","1.27.0","OS","false",7
"2026-04-07","1.27.0","bandersnatch","false",8
"2026-04-07","1.27.0","devpi","false",19
"2026-04-07","1.27.0","pip","false",746906
"2026-04-07","1.27.0","pip","true",242025
"2026-04-07","1.27.0","poetry","false",11474
"2026-04-07","1.27.0","requests","false",463
"2026-04-07","1.27.0","uv","false",2058200
"2026-04-07","1.27.0","uv","true",245236
"2026-04-07","other","","false",1552
"2026-04-07","other","Artifactory","false",40
"2026-04-07","other","Bazel","false",56
"2026-04-07","other","Browser","false",182
"2026-04-07","other","Homebrew","false",17
"2026-04-07","other","Nexus","false",1236
"2026-04-07","other","devpi","false",29
"2026-04-07","other","pip","false",384330
"2026-04-07","other","pip","true",323756
"2026-04-07","other","poetry","false",23880
"2026-04-07","other","requests","false",347
"2026-04-07","other","uv","false",366539
"2026-04-07","other","uv","true",1503913
"2026-04-08","1.25.0","","false",348
"2026-04-08","1.25.0","Bazel","false",72
"2026-04-08","1.25.0","Browser","false",5
"2026-04-08","1.25.0","Homebrew","false",22
"2026-04-08","1.25.0","Nexus","false",110
"2026-04-08","1.25.0","bandersnatch","false",2
"2026-04-08","1.25.0","devpi","false",1
"2026-04-08","1.25.0","pip","false",28101
"2026-04-08","1.25.0","pip","true",12438
"2026-04-08","1.25.0","poetry","false",10056
"2026-04-08","1.25.0","requests","false",120
"2026-04-08","1.25.0","uv","false",66987
"2026-04-08","1.25.0","uv","true",148891
"2026-04-08","1.26.0","","false",2913
"2026-04-08","1.26.0","Bazel","false",1313
"2026-04-08","1.26.0","Browser","false",974
"2026-04-08","1.26.0","Nexus","false",418
"2026-04-08","1.26.0","OS","false",1
"2026-04-08","1.26.0","bandersnatch","false",2
"2026-04-08","1.26.0","devpi","false",4
"2026-04-08","1.26.0","pip","false",191584
"2026-04-08","1.26.0","pip","true",33950
"2026-04-08","1.26.0","poetry","false",34696
"2026-04-08","1.26.0","requests","false",5458
"2026-04-08","1.26.0","uv","false",356991
"2026-04-08","1.26.0","uv","true",525822
"2026-04-08","1.27.0","","false",2800
"2026-04-08","1.27.0","Artifactory","false",1
"2026-04-08","1.27.0","Bazel","false",3
"2026-04-08","1.27.0","Browser","false",179
"2026-04-08","1.27.0","Nexus","false",619
"2026-04-08","1.27.0","OS","false",1
"2026-04-08","1.27.0","bandersnatch","false",5
"2026-04-08","1.27.0","devpi","false",21
"2026-04-08","1.27.0","pip","false",799047
"2026-04-08","1.27.0","pip","true",275785
"2026-04-08","1.27.0","poetry","false",14241
"2026-04-08","1.27.0","requests","false",732
"2026-04-08","1.27.0","uv","false",3386454
"2026-04-08","1.27.0","uv","true",276182
"2026-04-08","other","","false",1519
"2026-04-08","other","Bazel","false",59
"2026-04-08","other","Browser","false",318
"2026-04-08","other","Homebrew","false",9
"2026-04-08","other","Nexus","false",1134
"2026-04-08","other","bandersnatch","false",4
"2026-04-08","other","devpi","false",49
"2026-04-08","other","pip","false",398793
"2026-04-08","other","pip","true",303687
"2026-04-08","other","poetry","false",25545
"2026-04-08","other","requests","false",436
"2026-04-08","other","uv","false",371589
"2026-04-08","other","uv","true",1529486
"2026-04-09","1.25.0","","false",432
"2026-04-09","1.25.0","Bazel","false",77
"2026-04-09","1.25.0","Browser","false",1
"2026-04-09","1.25.0","Nexus","false",93
"2026-04-09","1.25.0","bandersnatch","false",4
"2026-04-09","1.25.0","pip","false",38241
"2026-04-09","1.25.0","pip","true",12408
"2026-04-09","1.25.0","poetry","false",7574
"2026-04-09","1.25.0","requests","false",239
"2026-04-09","1.25.0","uv","false",68785
"2026-04-09","1.25.0","uv","true",150502
"2026-04-09","1.26.0","","false",2601
"2026-04-09","1.26.0","Bazel","false",1516
"2026-04-09","1.26.0","Browser","false",621
"2026-04-09","1.26.0","Homebrew","false",2
"2026-04-09","1.26.0","Nexus","false",422
"2026-04-09","1.26.0","bandersnatch","false",4
"2026-04-09","1.26.0","devpi","false",2
"2026-04-09","1.26.0","pip","false",155005
"2026-04-09","1.26.0","pip","true",34368
"2026-04-09","1.26.0","poetry","false",38596
"2026-04-09","1.26.0","requests","false",7675
"2026-04-09","1.26.0","uv","false",391718
"2026-04-09","1.26.0","uv","true",537435
"2026-04-09","1.27.0","","false",3221
"2026-04-09","1.27.0","Artifactory","false",1
"2026-04-09","1.27.0","Bazel","false",4
"2026-04-09","1.27.0","Browser","false",181
"2026-04-09","1.27.0","Homebrew","false",9
"2026-04-09","1.27.0","Nexus","false",640
"2026-04-09","1.27.0","OS","false",5
"2026-04-09","1.27.0","bandersnatch","false",8
"2026-04-09","1.27.0","devpi","false",16
"2026-04-09","1.27.0","pdm","false",2
"2026-04-09","1.27.0","pip","false",783792
"2026-04-09","1.27.0","pip","true",209140
"2026-04-09","1.27.0","poetry","false",14723
"2026-04-09","1.27.0","requests","false",658
"2026-04-09","1.27.0","uv","false",3176828
"2026-04-09","1.27.0","uv","true",300992
"2026-04-09","other","","false",1577
"2026-04-09","other","Bazel","false",146
"2026-04-09","other","Browser","false",194
"2026-04-09","other","Homebrew","false",8
"2026-04-09","other","Nexus","false",989
"2026-04-09","other","bandersnatch","false",204
"2026-04-09","other","devpi","false",4
"2026-04-09","other","pip","false",393780
"2026-04-09","other","pip","true",253096
"2026-04-09","other","poetry","false",26297
"2026-04-09","other","requests","false",308
"2026-04-09","other","uv","false",373400
"2026-04-09","other","uv","true",1584609
"2026-04-10","1.25.0","","false",251
"2026-04-10","1.25.0","Bazel","false",79
"2026-04-10","1.25.0","Browser","false",1
"2026-04-10","1.25.0","Homebrew","false",2
"2026-04-10","1.25.0","Nexus","false",117
"2026-04-10","1.25.0","bandersnatch","false",4
"2026-04-10","1.25.0","pip","false",27871
"2026-04-10","1.25.0","pip","true",11554
"2026-04-10","1.25.0","poetry","false",6795
"2026-04-10","1.25.0","requests","false",62
"2026-04-10","1.25.0","uv","false",69805
"2026-04-10","1.25.0","uv","true",130845
"2026-04-10","1.26.0","","false",2345
"2026-04-10","1.26.0","Bazel","false",1032
"2026-04-10","1.26.0","Browser","false",790
"2026-04-10","1.26.0","Homebrew","false",2
"2026-04-10","1.26.0","Nexus","false",499
"2026-04-10","1.26.0","OS","false",2
"2026-04-10","1.26.0","bandersnatch","false",4
"2026-04-10","1.26.0","pip","false",165374
"2026-04-10","1.26.0","pip","true",34379
"2026-04-10","1.26.0","poetry","false",30036
"2026-04-10","1.26.0","requests","false",2958
"2026-04-10","1.26.0","uv","false",337906
"2026-04-10","1.26.0","uv","true",479201
"2026-04-10","1.27.0","","false",3335
"2026-04-10","1.27.0","Bazel","false",2
"2026-04-10","1.27.0","Browser","false",144
"2026-04-10","1.27.0","Homebrew","false",102
"2026-04-10","1.27.0","Nexus","false",613
"2026-04-10","1.27.0","OS","false",2
"2026-04-10","1.27.0","bandersnatch","false",6
"2026-04-10","1.27.0","devpi","false",18
"2026-04-10","1.27.0","pip","false",718770
"2026-04-10","1.27.0","pip","true",192225
"2026-04-10","1.27.0","poetry","false",15756
"2026-04-10","1.27.0","requests","false",727
"2026-04-10","1.27.0","uv","false",2348191
"2026-04-10","1.27.0","uv","true",285014
"2026-04-10","other","","false",1931
"2026-04-10","other","Bazel","false",134
"2026-04-10","other","Browser","false",190
"2026-04-10","other","Homebrew","false",4
"2026-04-10","other","Nexus","false",1256
"2026-04-10","other","bandersnatch","false",150
"2026-04-10","other","devpi","false",2
"2026-04-10","other","pip","false",313725
"2026-04-10","other","pip","true",292961
"2026-04-10","other","poetry","false",21479
"2026-04-10","other","requests","false",303
"2026-04-10","other","uv","false",358792
"2026-04-10","other","uv","true",1530019
"2026-04-11","1.25.0","","false",71
"2026-04-11","1.25.0","Bazel","false",11
"2026-04-11","1.25.0","Browser","false",23
"2026-04-11","1.25.0","Homebrew","false",13
"2026-04-11","1.25.0","Nexus","false",11
"2026-04-11","1.25.0","pip","false",12397
"2026-04-11","1.25.0","pip","true",4196
"2026-04-11","1.25.0","poetry","false",2017
"2026-04-11","1.25.0","requests","false",69
"2026-04-11","1.25.0","uv","false",35692
"2026-04-11","1.25.0","uv","true",85257
"2026-04-11","1.26.0","","false",513
"2026-04-11","1.26.0","Bazel","false",258
"2026-04-11","1.26.0","Browser","false",1196
"2026-04-11","1.26.0","Nexus","false",103
"2026-04-11","1.26.0","devpi","false",4
"2026-04-11","1.26.0","pip","false",146173
"2026-04-11","1.26.0","pip","true",19816
"2026-04-11","1.26.0","poetry","false",10608
"2026-04-11","1.26.0","requests","false",806
"2026-04-11","1.26.0","uv","false",193878
"2026-04-11","1.26.0","uv","true",201803
"2026-04-11","1.27.0","","false",922
"2026-04-11","1.27.0","Bazel","false",3
"2026-04-11","1.27.0","Browser","false",83
"2026-04-11","1.27.0","Homebrew","false",19
"2026-04-11","1.27.0","Nexus","false",204
"2026-04-11","1.27.0","OS","false",2
"2026-04-11","1.27.0","bandersnatch","false",2
"2026-04-11","1.27.0","devpi","false",5
"2026-04-11","1.27.0","pip","false",517743
"2026-04-11","1.27.0","pip","true",121269
"2026-04-11","1.27.0","poetry","false",4737
"2026-04-11","1.27.0","requests","false",203
"2026-04-11","1.27.0","uv","false",2569103
"2026-04-11","1.27.0","uv","true",204630
"2026-04-11","other","","false",729
"2026-04-11","other","Bazel","false",60
"2026-04-11","other","Browser","false",115
"2026-04-11","other","Homebrew","false",6
"2026-04-11","other","Nexus","false",102
"2026-04-11","other","pip","false",172344
"2026-04-11","other","pip","true",177467
"2026-04-11","other","poetry","false",8783
"2026-04-11","other","requests","false",93
"2026-04-11","other","uv","false",193283
"2026-04-11","other","uv","true",1326072
"2026-04-12","1.25.0","","false",36
"2026-04-12","1.25.0","Bazel","false",5
"2026-04-12","1.25.0","Browser","false",28
"2026-04-12","1.25.0","Nexus","false",23
"2026-04-12","1.25.0","bandersnatch","false",2
"2026-04-12","1.25.0","pip","false",14206
"2026-04-12","1.25.0","pip","true",3202
"2026-04-12","1.25.0","poetry","false",3607
"2026-04-12","1.25.0","requests","false",233
"2026-04-12","1.25.0","uv","false",39793
"2026-04-12","1.25.0","uv","true",90698
"2026-04-12","1.26.0","","false",579
"2026-04-12","1.26.0","Bazel","false",228
"2026-04-12","1.26.0","Browser","false",813
"2026-04-12","1.26.0","Nexus","false",112
"2026-04-12","1.26.0","bandersnatch","false",2
"2026-04-12","1.26.0","devpi","false",2
"2026-04-12","1.26.0","pip","false",159596
"2026-04-12","1.26.0","pip","true",17744
"2026-04-12","1.26.0","poetry","false",11227
"2026-04-12","1.26.0","requests","false",6956
"2026-04-12","1.26.0","uv","false",210101
"2026-04-12","1.26.0","uv","true",201421
"2026-04-12","1.27.0","","false",1072
"2026-04-12","1.27.0","Browser","false",81
"2026-04-12","1.27.0","Homebrew","false",34
"2026-04-12","1.27.0","Nexus","false",196
"2026-04-12","1.27.0","OS","false",2
"2026-04-12","1.27.0","bandersnatch","false",4
"2026-04-12","1.27.0","devpi","false",2
"2026-04-12","1.27.0","pip","false",539588
"2026-04-12","1.27.0","pip","true",125110
"2026-04-12","1.27.0","poetry","false",4398
"2026-04-12","1.27.0","requests","false",118
"2026-04-12","1.27.0","uv","false",5262621
"2026-04-12","1.27.0","uv","true",228757
"2026-04-12","other","","false",579
"2026-04-12","other","Bazel","false",32
"2026-04-12","other","Browser","false",166
"2026-04-12","other","Homebrew","false",5
"2026-04-12","other","Nexus","false",179
"2026-04-12","other","OS","false",1
"2026-04-12","other","bandersnatch","false",6
"2026-04-12","other","devpi","false",1
"2026-04-12","other","pip","false",194661
"2026-04-12","other","pip","true",102711
"2026-04-12","other","poetry","false",8320
"2026-04-12","other","requests","false",63
"2026-04-12","other","uv","false",198747
"2026-04-12","other","uv","true",1305675
"2026-04-13","1.25.0","","false",280
"2026-04-13","1.25.0","Bazel","false",63
"2026-04-13","1.25.0","Browser","false",18
"2026-04-13","1.25.0","Nexus","false",103
"2026-04-13","1.25.0","bandersnatch","false",2
"2026-04-13","1.25.0","devpi","false",1
"2026-04-13","1.25.0","pip","false",28956
"2026-04-13","1.25.0","pip","true",12934
"2026-04-13","1.25.0","poetry","false",7478
"2026-04-13","1.25.0","requests","false",311
"2026-04-13","1.25.0","uv","false",74003
"2026-04-13","1.25.0","uv","true",136091
"2026-04-13","1.26.0","","false",2587
"2026-04-13","1.26.0","Artifactory","false",2
"2026-04-13","1.26.0","Bazel","false",1304
"2026-04-13","1.26.0","Browser","false",1415
"2026-04-13","1.26.0","Nexus","false",504
"2026-04-13","1.26.0","bandersnatch","false",2
"2026-04-13","1.26.0","devpi","false",1
"2026-04-13","1.26.0","pip","false",180745
"2026-04-13","1.26.0","pip","true",33561
"2026-04-13","1.26.0","poetry","false",34894
"2026-04-13","1.26.0","requests","false",8711
"2026-04-13","1.26.0","uv","false",289481
"2026-04-13","1.26.0","uv","true",484536
"2026-04-13","1.27.0","","false",3733
"2026-04-13","1.27.0","Artifactory","false",2
"2026-04-13","1.27.0","Bazel","false",3
"2026-04-13","1.27.0","Browser","false",151
"2026-04-13","1.27.0","Nexus","false",618
"2026-04-13","1.27.0","OS","false",3
"2026-04-13","1.27.0","bandersnatch","false",12
"2026-04-13","1.27.0","devpi","false",9
"2026-04-13","1.27.0","pip","false",788282
"2026-04-13","1.27.0","pip","true",215933
"2026-04-13","1.27.0","poetry","false",17618
"2026-04-13","1.27.0","requests","false",530
"2026-04-13","1.27.0","uv","false",4641502
"2026-04-13","1.27.0","uv","true",378689
"2026-04-13","other","","false",1638
"2026-04-13","other","Bazel","false",108
"2026-04-13","other","Browser","false",159
"2026-04-13","other","Homebrew","false",36
"2026-04-13","other","Nexus","false",1124
"2026-04-13","other","bandersnatch","false",74
"2026-04-13","other","devpi","false",3
"2026-04-13","other","pip","false",372676
"2026-04-13","other","pip","true",242926
"2026-04-13","other","poetry","false",20487
"2026-04-13","other","requests","false",327
"2026-04-13","other","uv","false",352481
"2026-04-13","other","uv","true",1391683
"2026-04-14","1.25.0","","false",363
"2026-04-14","1.25.0","Bazel","false",79
"2026-04-14","1.25.0","Browser","false",4
"2026-04-14","1.25.0","Nexus","false",119
"2026-04-14","1.25.0","bandersnatch","false",2
"2026-04-14","1.25.0","devpi","false",2
"2026-04-14","1.25.0","pip","false",26521
"2026-04-14","1.25.0","pip","true",13115
"2026-04-14","1.25.0","poetry","false",9947
"2026-04-14","1.25.0","requests","false",342
"2026-04-14","1.25.0","uv","false",78536
"2026-04-14","1.25.0","uv","true",156307
"2026-04-14","1.26.0","","false",2972
"2026-04-14","1.26.0","Bazel","false",1507
"2026-04-14","1.26.0","Browser","false",1378
"2026-04-14","1.26.0","Nexus","false",632
"2026-04-14","1.26.0","bandersnatch","false",2
"2026-04-14","1.26.0","devpi","false",4
"2026-04-14","1.26.0","pip","false",179457
"2026-04-14","1.26.0","pip","true",33379
"2026-04-14","1.26.0","poetry","false",35272
"2026-04-14","1.26.0","requests","false",5022
"2026-04-14","1.26.0","uv","false",315665
"2026-04-14","1.26.0","uv","true",541542
"2026-04-14","1.27.0","","false",3529
"2026-04-14","1.27.0","Artifactory","false",3
"2026-04-14","1.27.0","Bazel","false",16
"2026-04-14","1.27.0","Browser","false",121
"2026-04-14","1.27.0","Homebrew","false",40
"2026-04-14","1.27.0","Nexus","false",677
"2026-04-14","1.27.0","OS","false",3
"2026-04-14","1.27.0","bandersnatch","false",2
"2026-04-14","1.27.0","devpi","false",14
"2026-04-14","1.27.0","pip","false",766750
"2026-04-14","1.27.0","pip","true",215154
"2026-04-14","1.27.0","poetry","false",19281
"2026-04-14","1.27.0","requests","false",525
"2026-04-14","1.27.0","setuptools","false",1
"2026-04-14","1.27.0","uv","false",5286215
"2026-04-14","1.27.0","uv","true",406753
"2026-04-14","other","","false",2085
"2026-04-14","other","Artifactory","false",2
"2026-04-14","other","Bazel","false",94
"2026-04-14","other","Browser","false",171
"2026-04-14","other","Homebrew","false",49
"2026-04-14","other","Nexus","false",962
"2026-04-14","other","bandersnatch","false",102
"2026-04-14","other","devpi","false",47
"2026-04-14","other","pip","false",377524
"2026-04-14","other","pip","true",249401
"2026-04-14","other","poetry","false",21569
"2026-04-14","other","requests","false",440
"2026-04-14","other","uv","false",365168
"2026-04-14","other","uv","true",1515976
"2026-04-15","1.25.0","","false",426
"2026-04-15","1.25.0","Bazel","false",56
"2026-04-15","1.25.0","Browser","false",5
"2026-04-15","1.25.0","Homebrew","false",13
"2026-04-15","1.25.0","Nexus","false",137
"2026-04-15","1.25.0","bandersnatch","false",6
"2026-04-15","1.25.0","pip","false",28849
"2026-04-15","1.25.0","pip","true",12615
"2026-04-15","1.25.0","poetry","false",9535
"2026-04-15","1.25.0","requests","false",387
"2026-04-15","1.25.0","uv","false",76712
"2026-04-15","1.25.0","uv","true",154351
"2026-04-15","1.26.0","","false",2932
"2026-04-15","1.26.0","Bazel","false",1548
"2026-04-15","1.26.0","Browser","false",978
"2026-04-15","1.26.0","Nexus","false",419
"2026-04-15","1.26.0","bandersnatch","false",6
"2026-04-15","1.26.0","devpi","false",3
"2026-04-15","1.26.0","pip","false",136373
"2026-04-15","1.26.0","pip","true",33619
"2026-04-15","1.26.0","poetry","false",32716
"2026-04-15","1.26.0","requests","false",4186
"2026-04-15","1.26.0","uv","false",353125
"2026-04-15","1.26.0","uv","true",574038
"2026-04-15","1.27.0","","false",3116
"2026-04-15","1.27.0","Bazel","false",26
"2026-04-15","1.27.0","Browser","false",144
"2026-04-15","1.27.0","Homebrew","false",28
"2026-04-15","1.27.0","Nexus","false",622
"2026-04-15","1.27.0","OS","false",1
"2026-04-15","1.27.0","bandersnatch","false",12
"2026-04-15","1.27.0","devpi","false",10
"2026-04-15","1.27.0","pip","false",750638
"2026-04-15","1.27.0","pip","true",209585
"2026-04-15","1.27.0","poetry","false",18524
"2026-04-15","1.27.0","requests","false",622
"2026-04-15","1.27.0","setuptools","false",2
"2026-04-15","1.27.0","uv","false",3786402
"2026-04-15","1.27.0","uv","true",394971
"2026-04-15","other","","false",1930
"2026-04-15","other","Bazel","false",89
"2026-04-15","other","Browser","false",193
"2026-04-15","other","Homebrew","false",17
"2026-04-15","other","Nexus","false",807
"2026-04-15","other","bandersnatch","false",102
"2026-04-15","other","devpi","false",34
"2026-04-15","other","pip","false",385375
"2026-04-15","other","pip","true",300639
"2026-04-15","other","poetry","false",24771
"2026-04-15","other","requests","false",446
"2026-04-15","other","uv","false",351869
"2026-04-15","other","uv","true",1550975
"2026-04-16","1.25.0","","false",349
"2026-04-16","1.25.0","Bazel","false",77
"2026-04-16","1.25.0","Browser","false",18
"2026-04-16","1.25.0","Nexus","false",261
"2026-04-16","1.25.0","bandersnatch","false",6
"2026-04-16","1.25.0","devpi","false",1
"2026-04-16","1.25.0","pip","false",27122
"2026-04-16","1.25.0","pip","true",11668
"2026-04-16","1.25.0","poetry","false",9527
"2026-04-16","1.25.0","requests","false",293
"2026-04-16","1.25.0","uv","false",69971
"2026-04-16","1.25.0","uv","true",151498
"2026-04-16","1.26.0","","false",3545
"2026-04-16","1.26.0","Bazel","false",1553
"2026-04-16","1.26.0","Browser","false",1034
"2026-04-16","1.26.0","Nexus","false",460
"2026-04-16","1.26.0","bandersnatch","false",10
"2026-04-16","1.26.0","devpi","false",3
"2026-04-16","1.26.0","pip","false",140906
"2026-04-16","1.26.0","pip","true",31932
"2026-04-16","1.26.0","poetry","false",32550
"2026-04-16","1.26.0","requests","false",4235
"2026-04-16","1.26.0","uv","false",357843
"2026-04-16","1.26.0","uv","true",556556
"2026-04-16","1.27.0","","false",3517
"2026-04-16","1.27.0","Bazel","false",16
"2026-04-16","1.27.0","Browser","false",213
"2026-04-16","1.27.0","Homebrew","false",71
"2026-04-16","1.27.0","Nexus","false",652
"2026-04-16","1.27.0","OS","false",1
"2026-04-16","1.27.0","bandersnatch","false",9
"2026-04-16","1.27.0","devpi","false",8
"2026-04-16","1.27.0","pip","false",786653
"2026-04-16","1.27.0","pip","true",219015
"2026-04-16","1.27.0","poetry","false",20311
"2026-04-16","1.27.0","requests","false",504
"2026-04-16","1.27.0","uv","false",2985482
"2026-04-16","1.27.0","uv","true",403417
"2026-04-16","other","","false",1542
"2026-04-16","other","Bazel","false",88
"2026-04-16","other","Browser","false",279
"2026-04-16","other","Homebrew","false",23
"2026-04-16","other","Nexus","false",909
"2026-04-16","other","bandersnatch","false",330
"2026-04-16","other","devpi","false",21
"2026-04-16","other","pip","false",375342
"2026-04-16","other","pip","true",243652
"2026-04-16","other","poetry","false",24204
"2026-04-16","other","requests","false",392
"2026-04-16","other","uv","false",321802
"2026-04-16","other","uv","true",1558190
"2026-04-17","1.25.0","","false",240
"2026-04-17","1.25.0","Bazel","false",80
"2026-04-17","1.25.0","Browser","false",10
"2026-04-17","1.25.0","Nexus","false",178
"2026-04-17","1.25.0","bandersnatch","false",2
"2026-04-17","1.25.0","pip","false",23446
"2026-04-17","1.25.0","pip","true",12014
"2026-04-17","1.25.0","poetry","false",9046
"2026-04-17","1.25.0","requests","false",87
"2026-04-17","1.25.0","uv","false",81474
"2026-04-17","1.25.0","uv","true",143062
"2026-04-17","1.26.0","","false",2032
"2026-04-17","1.26.0","Bazel","false",1491
"2026-04-17","1.26.0","Browser","false",885
"2026-04-17","1.26.0","Nexus","false",418
"2026-04-17","1.26.0","bandersnatch","false",2
"2026-04-17","1.26.0","devpi","false",2
"2026-04-17","1.26.0","pip","false",146389
"2026-04-17","1.26.0","pip","true",29490
"2026-04-17","1.26.0","poetry","false",28101
"2026-04-17","1.26.0","requests","false",1146
"2026-04-17","1.26.0","uv","false",341609
"2026-04-17","1.26.0","uv","true",495793
"2026-04-17","1.27.0","","false",3894
"2026-04-17","1.27.0","Bazel","false",19
"2026-04-17","1.27.0","Browser","false",122
"2026-04-17","1.27.0","Homebrew","false",81
"2026-04-17","1.27.0","Nexus","false",622
"2026-04-17","1.27.0","OS","false",2
"2026-04-17","1.27.0","bandersnatch","false",6
"2026-04-17","1.27.0","devpi","false",7
"2026-04-17","1.27.0","pip","false",712086
"2026-04-17","1.27.0","pip","true",233636
"2026-04-17","1.27.0","poetry","false",21938
"2026-04-17","1.27.0","requests","false",514
"2026-04-17","1.27.0","uv","false",4277548
"2026-04-17","1.27.0","uv","true",407220
"2026-04-17","other","","false",1677
"2026-04-17","other","Bazel","false",97
"2026-04-17","other","Browser","false",299
"2026-04-17","other","Homebrew","false",32
"2026-04-17","other","Nexus","false",1138
"2026-04-17","other","bandersnatch","false",102
"2026-04-17","other","devpi","false",2
"2026-04-17","other","pip","false",322653
"2026-04-17","other","pip","true",299188
"2026-04-17","other","poetry","false",17349
"2026-04-17","other","requests","false",286
"2026-04-17","other","setuptools","false",1
"2026-04-17","other","uv","false",301752
"2026-04-17","other","uv","true",1536664
"2026-04-18","1.25.0","","false",39
"2026-04-18","1.25.0","Bazel","false",7
"2026-04-18","1.25.0","Browser","false",1
"2026-04-18","1.25.0","Nexus","false",23
"2026-04-18","1.25.0","bandersnatch","false",2
"2026-04-18","1.25.0","devpi","false",1
"2026-04-18","1.25.0","pip","false",16993
"2026-04-18","1.25.0","pip","true",4388
"2026-04-18","1.25.0","poetry","false",2251
"2026-04-18","1.25.0","requests","false",32
"2026-04-18","1.25.0","uv","false",49154
"2026-04-18","1.25.0","uv","true",88704
"2026-04-18","1.26.0","","false",522
"2026-04-18","1.26.0","Bazel","false",291
"2026-04-18","1.26.0","Browser","false",695
"2026-04-18","1.26.0","Nexus","false",84
"2026-04-18","1.26.0","bandersnatch","false",2
"2026-04-18","1.26.0","devpi","false",3
"2026-04-18","1.26.0","pip","false",110384
"2026-04-18","1.26.0","pip","true",14576
"2026-04-18","1.26.0","poetry","false",7167
"2026-04-18","1.26.0","requests","false",763
"2026-04-18","1.26.0","uv","false",189444
"2026-04-18","1.26.0","uv","true",202831
"2026-04-18","1.27.0","","false",1307
"2026-04-18","1.27.0","Bazel","false",2
"2026-04-18","1.27.0","Browser","false",58
"2026-04-18","1.27.0","Homebrew","false",2
"2026-04-18","1.27.0","Nexus","false",194
"2026-04-18","1.27.0","OS","false",1
"2026-04-18","1.27.0","bandersnatch","false",2
"2026-04-18","1.27.0","devpi","false",6
